checking_account_status,duration,credit_history,purpose,credit_amount,savings,present_employment,installment_rate,personal,other_debtors,present_residence,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,customer_type
A14,15,A32,A40,3186.0,A64,A74,2.0,A92,A101,3.0,A123,20.0,A143,A151,1.0,A173,1,A191,A201,1
A12,12,A32,A41,2028.0,A65,A73,4.0,A93,A101,2.0,A123,30.0,A143,A152,1.0,A173,1,A191,A201,1
A12,12,A34,A40,958.0,A61,A74,2.0,A93,A101,3.0,A121,47.0,A143,A152,2.0,A172,2,A191,A201,1
A14,21,A33,A42,1591.0,A62,A74,4.0,A93,A101,3.0,A121,34.0,A143,A152,2.0,A174,1,A191,A201,1
A12,12,A32,A42,2762.0,A65,A75,1.0,A92,A101,2.0,A122,25.0,A141,A152,1.0,A173,1,A192,A201,2
A12,18,A32,A41,2779.0,A61,A73,1.0,A94,A101,3.0,A123,21.0,A143,A151,1.0,A173,1,A192,A201,1
A14,28,A34,A43,2743.0,A61,A75,4.0,A93,A101,2.0,A123,29.0,A143,A152,2.0,A173,1,A191,A201,1
A14,18,A34,A43,1149.0,A64,A73,4.0,A93,A101,3.0,A121,46.0,A143,A152,2.0,A173,1,A191,A201,1
A14,9,A32,A42,1313.0,A61,A75,1.0,A93,A101,4.0,A123,20.0,A143,A152,1.0,A173,1,A191,A201,1
A11,18,A34,A45,1190.0,A61,A71,2.0,A92,A101,4.0,A124,55.0,A143,A153,3.0,A171,2,A191,A201,2
A14,5,A32,A49,3448.0,A61,A74,1.0,A93,A101,4.0,A121,74.0,A143,A152,1.0,A172,1,A191,A201,1
A12,24,A32,A410,11328.0,A61,A73,2.0,A93,A102,3.0,A123,29.0,A141,A152,2.0,A174,1,A192,A201,2
A11,6,A34,A42,1872.0,A61,A71,4.0,A93,A101,4.0,A124,36.0,A143,A153,3.0,A174,1,A192,A201,1
A14,24,A34,A45,2058.0,A61,A73,4.0,A91,A101,2.0,A121,33.0,A143,A152,2.0,A173,1,A192,A201,1
A11,9,A32,A42,2136.0,A61,A73,3.0,A93,A101,2.0,A121,25.0,A143,A152,1.0,A173,1,A191,A201,1
A12,12,A32,A43,1484.0,A65,A73,2.0,A94,A101,1.0,A121,25.0,A143,A152,1.0,A173,1,A192,A201,2
A14,6,A32,A45,660.0,A63,A74,2.0,A94,A101,4.0,A121,23.0,A143,A151,1.0,A172,1,A191,A201,1
A14,24,A34,A40,1287.0,A64,A75,4.0,A92,A101,4.0,A121,37.0,A143,A152,2.0,A173,1,A192,A201,1
A11,42,A34,A45,3394.0,A61,A71,4.0,A93,A102,4.0,A123,65.0,A143,A152,2.0,A171,1,A191,A201,1
A13,12,A31,A49,609.0,A61,A72,4.0,A92,A101,1.0,A121,26.0,A143,A152,1.0,A171,1,A191,A201,2
A14,12,A32,A40,1884.0,A61,A75,4.0,A93,A101,4.0,A123,39.0,A143,A152,1.0,A174,1,A192,A201,1
A11,12,A32,A42,1620.0,A61,A73,2.0,A92,A102,3.0,A122,30.0,A143,A152,1.0,A173,1,A191,A201,1
A12,20,A33,A410,2629.0,A61,A73,2.0,A93,A101,3.0,A123,29.0,A141,A152,2.0,A173,1,A192,A201,1
A14,12,A32,A46,719.0,A61,A75,4.0,A93,A101,4.0,A123,41.0,A141,A152,1.0,A172,2,A191,A201,2
A12,48,A34,A42,5096.0,A61,A73,2.0,A92,A101,3.0,A123,30.0,A143,A152,1.0,A174,1,A192,A201,2
A14,9,A34,A46,1244.0,A65,A75,4.0,A92,A101,4.0,A122,41.0,A143,A151,2.0,A172,1,A191,A201,1
A11,36,A32,A40,1842.0,A61,A72,4.0,A92,A101,4.0,A123,34.0,A143,A152,1.0,A173,1,A192,A201,2
A12,7,A32,A43,2576.0,A61,A73,2.0,A93,A103,2.0,A121,35.0,A143,A152,1.0,A173,1,A191,A201,1
A13,12,A32,A42,1424.0,A65,A75,3.0,A92,A101,4.0,A121,55.0,A143,A152,1.0,A174,1,A192,A201,1
A12,15,A33,A45,1512.0,A64,A73,3.0,A94,A101,3.0,A122,61.0,A142,A152,2.0,A173,1,A191,A201,2
A14,36,A34,A41,11054.0,A65,A73,4.0,A93,A101,2.0,A123,30.0,A143,A152,1.0,A174,1,A192,A201,1
A14,6,A32,A43,518.0,A61,A73,3.0,A92,A101,1.0,A121,29.0,A143,A152,1.0,A173,1,A191,A201,1
A14,12,A30,A42,2759.0,A61,A75,2.0,A93,A101,4.0,A122,34.0,A143,A152,2.0,A173,1,A191,A201,1
A14,24,A32,A41,2670.0,A61,A75,4.0,A93,A101,4.0,A123,35.0,A143,A152,1.0,A174,1,A192,A201,1
A11,24,A32,A40,4817.0,A61,A74,2.0,A93,A102,3.0,A122,31.0,A143,A152,1.0,A173,1,A192,A201,2
A14,24,A32,A41,2679.0,A61,A72,4.0,A92,A101,1.0,A124,29.0,A143,A152,1.0,A174,1,A192,A201,1
A11,11,A34,A40,3905.0,A61,A73,2.0,A93,A101,2.0,A121,36.0,A143,A151,2.0,A173,2,A191,A201,1
A11,12,A32,A41,3386.0,A61,A75,3.0,A93,A101,4.0,A124,35.0,A143,A153,1.0,A173,1,A192,A201,2
A11,6,A32,A44,343.0,A61,A72,4.0,A92,A101,1.0,A121,27.0,A143,A152,1.0,A173,1,A191,A201,1
A14,18,A32,A43,4594.0,A61,A72,3.0,A93,A101,2.0,A123,32.0,A143,A152,1.0,A173,1,A192,A201,1
A11,36,A32,A42,3620.0,A61,A73,1.0,A93,A103,2.0,A122,37.0,A143,A152,1.0,A173,2,A191,A201,1
A11,15,A32,A40,1721.0,A61,A72,2.0,A93,A101,3.0,A121,36.0,A143,A152,1.0,A173,1,A191,A201,1
A12,12,A32,A42,3017.0,A61,A72,3.0,A92,A101,1.0,A121,34.0,A143,A151,1.0,A174,1,A191,A201,1
A12,12,A32,A48,754.0,A65,A75,4.0,A93,A101,4.0,A122,38.0,A143,A152,2.0,A173,1,A191,A201,1
A14,18,A32,A49,1950.0,A61,A74,4.0,A93,A101,1.0,A123,34.0,A142,A152,2.0,A173,1,A192,A201,1
A11,24,A32,A41,2924.0,A61,A73,3.0,A93,A103,4.0,A124,63.0,A141,A152,1.0,A173,2,A192,A201,1
A11,24,A33,A43,1659.0,A61,A72,4.0,A92,A101,2.0,A123,29.0,A143,A151,1.0,A172,1,A192,A201,2
A14,48,A33,A43,7238.0,A65,A75,3.0,A93,A101,3.0,A123,32.0,A141,A152,2.0,A173,2,A191,A201,1
A14,33,A33,A49,2764.0,A61,A73,2.0,A92,A101,2.0,A123,26.0,A143,A152,2.0,A173,1,A192,A201,1
A14,24,A33,A41,4679.0,A61,A74,3.0,A93,A101,3.0,A123,35.0,A143,A152,2.0,A172,1,A192,A201,1
A12,24,A32,A43,3092.0,A62,A72,3.0,A94,A101,2.0,A123,22.0,A143,A151,1.0,A173,1,A192,A201,2
A11,6,A32,A46,448.0,A61,A72,4.0,A92,A101,4.0,A122,23.0,A143,A152,1.0,A173,1,A191,A201,2
A11,9,A32,A40,654.0,A61,A73,4.0,A93,A101,3.0,A123,28.0,A143,A152,1.0,A172,1,A191,A201,2
A14,6,A32,A48,1238.0,A65,A71,4.0,A93,A101,4.0,A122,36.0,A143,A152,1.0,A174,2,A192,A201,1
A12,18,A34,A43,1245.0,A61,A73,4.0,A94,A101,2.0,A123,33.0,A143,A152,1.0,A173,1,A191,A201,2
A11,18,A30,A42,3114.0,A61,A72,1.0,A92,A101,4.0,A122,26.0,A143,A151,1.0,A173,1,A191,A201,2
A14,39,A32,A41,2569.0,A63,A73,4.0,A93,A101,4.0,A123,24.0,A143,A152,1.0,A173,1,A191,A201,1
A13,24,A32,A43,5152.0,A61,A74,4.0,A93,A101,2.0,A123,25.0,A141,A152,1.0,A173,1,A191,A201,1
A12,12,A32,A49,1037.0,A62,A74,3.0,A93,A101,4.0,A121,39.0,A143,A152,1.0,A172,1,A191,A201,1
A11,15,A34,A42,1478.0,A61,A75,4.0,A93,A101,4.0,A123,44.0,A143,A152,2.0,A173,2,A192,A201,1
A12,12,A34,A43,3573.0,A61,A73,1.0,A92,A101,1.0,A121,23.0,A143,A152,1.0,A172,1,A191,A201,1
A12,24,A32,A40,1201.0,A61,A72,4.0,A93,A101,1.0,A122,26.0,A143,A152,1.0,A173,1,A191,A201,1
A11,30,A32,A42,3622.0,A64,A75,4.0,A92,A101,4.0,A122,57.0,A143,A151,2.0,A173,1,A192,A201,1
A14,15,A33,A42,960.0,A64,A74,3.0,A92,A101,2.0,A122,30.0,A143,A152,2.0,A173,1,A191,A201,1
A14,12,A34,A40,1163.0,A63,A73,4.0,A93,A101,4.0,A121,44.0,A143,A152,1.0,A173,1,A192,A201,1
A12,6,A33,A40,1209.0,A61,A71,4.0,A93,A101,4.0,A122,47.0,A143,A152,1.0,A174,1,A192,A201,2
A14,12,A32,A43,3077.0,A61,A73,2.0,A93,A101,4.0,A123,52.0,A143,A152,1.0,A173,1,A192,A201,1
A14,24,A32,A40,3757.0,A61,A75,4.0,A92,A102,4.0,A124,62.0,A143,A153,1.0,A173,1,A192,A201,1
A14,10,A32,A40,1418.0,A62,A73,3.0,A93,A101,2.0,A121,35.0,A143,A151,1.0,A172,1,A191,A202,1
A14,6,A32,A40,3518.0,A61,A73,2.0,A93,A103,3.0,A122,26.0,A143,A151,1.0,A173,1,A191,A201,1
A14,12,A34,A43,1934.0,A61,A75,2.0,A93,A101,2.0,A124,26.0,A143,A152,2.0,A173,1,A191,A201,1
A12,27,A30,A49,8318.0,A61,A75,2.0,A92,A101,4.0,A124,42.0,A143,A153,2.0,A174,1,A192,A201,2
A14,6,A34,A43,1237.0,A62,A73,1.0,A92,A101,1.0,A122,27.0,A143,A152,2.0,A173,1,A191,A201,1
A12,6,A32,A43,368.0,A65,A75,4.0,A93,A101,4.0,A122,38.0,A143,A152,1.0,A173,1,A191,A201,1
A11,12,A34,A40,2122.0,A61,A73,3.0,A93,A101,2.0,A121,39.0,A143,A151,2.0,A172,2,A191,A202,1
A11,24,A32,A42,2996.0,A65,A73,2.0,A94,A101,4.0,A123,20.0,A143,A152,1.0,A173,1,A191,A201,2
A12,36,A32,A42,9034.0,A62,A72,4.0,A93,A102,1.0,A124,29.0,A143,A151,1.0,A174,1,A192,A201,2
A14,24,A34,A42,1585.0,A61,A74,4.0,A93,A101,3.0,A122,40.0,A143,A152,2.0,A173,1,A191,A201,1
A12,18,A32,A43,1301.0,A61,A75,4.0,A94,A103,2.0,A121,32.0,A143,A152,1.0,A172,1,A191,A201,1
A13,6,A34,A40,1323.0,A62,A75,2.0,A91,A101,4.0,A123,28.0,A143,A152,2.0,A173,2,A192,A201,1
A11,24,A32,A40,3123.0,A61,A72,4.0,A92,A101,1.0,A122,27.0,A143,A152,1.0,A173,1,A191,A201,2
A11,36,A32,A41,5493.0,A61,A75,2.0,A93,A101,4.0,A124,42.0,A143,A153,1.0,A173,2,A191,A201,1
A13,9,A32,A43,1126.0,A62,A75,2.0,A91,A101,4.0,A121,49.0,A143,A152,1.0,A173,1,A191,A201,1
A12,24,A34,A43,1216.0,A62,A72,4.0,A93,A101,4.0,A124,38.0,A141,A152,2.0,A173,2,A191,A201,2
A11,24,A32,A40,1207.0,A61,A72,4.0,A92,A101,4.0,A122,24.0,A143,A151,1.0,A173,1,A191,A201,2
A14,10,A32,A40,1309.0,A65,A73,4.0,A93,A103,4.0,A122,27.0,A143,A152,1.0,A172,1,A191,A201,2
A13,15,A34,A41,2360.0,A63,A73,2.0,A93,A101,2.0,A123,36.0,A143,A152,1.0,A173,1,A192,A201,1
A12,15,A31,A40,6850.0,A62,A71,1.0,A93,A101,2.0,A122,34.0,A143,A152,1.0,A174,2,A192,A201,2
A14,24,A32,A43,1413.0,A61,A73,4.0,A94,A101,2.0,A122,28.0,A143,A152,1.0,A173,1,A191,A201,1
A14,39,A32,A41,8588.0,A62,A75,4.0,A93,A101,2.0,A123,45.0,A143,A152,1.0,A174,1,A192,A201,1
A11,12,A32,A40,759.0,A61,A74,4.0,A93,A101,2.0,A121,26.0,A143,A152,1.0,A173,1,A191,A201,2
A14,36,A32,A41,4686.0,A61,A73,2.0,A93,A101,2.0,A124,32.0,A143,A153,1.0,A174,1,A192,A201,1
A13,15,A32,A49,2687.0,A61,A74,2.0,A93,A101,4.0,A122,26.0,A143,A151,1.0,A173,1,A192,A201,1
A12,12,A33,A43,585.0,A61,A73,4.0,A94,A102,4.0,A121,20.0,A143,A151,2.0,A173,1,A191,A201,1
A14,24,A32,A40,2255.0,A65,A72,4.0,A93,A101,1.0,A122,54.0,A143,A152,1.0,A173,1,A191,A201,1
A11,6,A34,A40,609.0,A61,A74,4.0,A92,A101,3.0,A122,37.0,A143,A152,2.0,A173,1,A191,A202,1
A11,6,A34,A40,1361.0,A61,A72,2.0,A93,A101,4.0,A121,40.0,A143,A152,1.0,A172,2,A191,A202,1
A14,36,A34,A42,7127.0,A61,A72,2.0,A92,A101,4.0,A122,23.0,A143,A151,2.0,A173,1,A192,A201,2
A11,6,A32,A40,1203.0,A62,A75,3.0,A93,A101,2.0,A122,43.0,A143,A152,1.0,A173,1,A192,A201,1
A14,6,A34,A43,700.0,A65,A75,4.0,A93,A101,4.0,A124,36.0,A143,A153,2.0,A173,1,A191,A201,1
A14,24,A34,A45,5507.0,A61,A75,3.0,A93,A101,4.0,A124,44.0,A143,A153,2.0,A173,1,A191,A201,1
A11,18,A32,A43,3190.0,A61,A73,2.0,A92,A101,2.0,A121,24.0,A143,A152,1.0,A173,1,A191,A201,2
A11,48,A30,A42,7119.0,A61,A73,3.0,A93,A101,4.0,A124,53.0,A143,A153,2.0,A173,2,A191,A201,2
A14,24,A32,A41,3488.0,A62,A74,3.0,A92,A101,4.0,A123,23.0,A143,A152,1.0,A173,1,A191,A201,1
A12,18,A32,A43,1113.0,A61,A73,4.0,A92,A103,4.0,A121,26.0,A143,A152,1.0,A172,2,A191,A201,1
A12,26,A32,A41,7966.0,A61,A72,2.0,A93,A101,3.0,A123,30.0,A143,A152,2.0,A173,1,A191,A201,1
A14,15,A34,A46,1532.0,A62,A73,4.0,A92,A101,3.0,A123,31.0,A143,A152,1.0,A173,1,A191,A201,1
A14,4,A34,A43,1503.0,A61,A74,2.0,A93,A101,1.0,A121,42.0,A143,A152,2.0,A172,2,A191,A201,1
A11,36,A32,A43,2302.0,A61,A73,4.0,A91,A101,4.0,A123,31.0,A143,A151,1.0,A173,1,A191,A201,2
A11,6,A32,A40,662.0,A61,A72,3.0,A93,A101,4.0,A121,41.0,A143,A152,1.0,A172,2,A192,A201,1
A12,36,A32,A46,2273.0,A61,A74,3.0,A93,A101,1.0,A123,32.0,A143,A152,2.0,A173,2,A191,A201,1
A12,15,A32,A40,2631.0,A62,A73,2.0,A92,A101,4.0,A123,28.0,A143,A151,2.0,A173,1,A192,A201,2
A14,12,A33,A41,1503.0,A61,A73,4.0,A94,A101,4.0,A121,41.0,A143,A151,1.0,A173,1,A191,A201,1
A14,24,A32,A43,1311.0,A62,A74,4.0,A94,A101,3.0,A122,26.0,A143,A152,1.0,A173,1,A192,A201,1
A14,24,A32,A43,3105.0,A65,A72,4.0,A93,A101,2.0,A123,25.0,A143,A152,2.0,A173,1,A191,A201,1
A13,21,A34,A46,2319.0,A61,A72,2.0,A91,A101,1.0,A123,33.0,A143,A151,1.0,A173,1,A191,A201,2
A11,6,A32,A40,1374.0,A65,A71,4.0,A92,A101,3.0,A122,75.0,A143,A152,1.0,A174,1,A192,A201,1
A12,18,A34,A42,3612.0,A61,A75,3.0,A92,A101,4.0,A122,37.0,A143,A152,1.0,A173,1,A192,A201,1
A11,48,A32,A40,7763.0,A61,A75,4.0,A93,A101,4.0,A124,42.0,A141,A153,1.0,A174,1,A191,A201,2
A13,18,A32,A42,3049.0,A61,A72,1.0,A92,A101,1.0,A122,45.0,A142,A152,1.0,A172,1,A191,A201,1
A12,12,A32,A43,1534.0,A61,A72,1.0,A94,A101,1.0,A121,23.0,A143,A151,1.0,A173,1,A191,A201,2
A14,24,A33,A40,2032.0,A61,A75,4.0,A93,A101,4.0,A124,60.0,A143,A153,2.0,A173,1,A192,A201,1
A11,30,A32,A42,6350.0,A65,A75,4.0,A93,A101,4.0,A122,31.0,A143,A152,1.0,A173,1,A191,A201,2
A13,18,A32,A42,2864.0,A61,A73,2.0,A93,A101,1.0,A121,34.0,A143,A152,1.0,A172,2,A191,A201,2
A14,12,A34,A40,1255.0,A61,A75,4.0,A93,A101,4.0,A121,61.0,A143,A152,2.0,A172,1,A191,A201,1
A11,24,A33,A40,1333.0,A61,A71,4.0,A93,A101,2.0,A121,43.0,A143,A153,2.0,A173,2,A191,A201,2
A14,24,A34,A40,2022.0,A61,A73,4.0,A92,A101,4.0,A123,37.0,A143,A152,1.0,A173,1,A192,A201,1
A14,24,A32,A43,1552.0,A61,A74,3.0,A93,A101,1.0,A123,32.0,A141,A152,1.0,A173,2,A191,A201,1
A11,12,A31,A43,626.0,A61,A73,4.0,A92,A101,4.0,A121,24.0,A141,A152,1.0,A172,1,A191,A201,2
A14,48,A34,A41,8858.0,A65,A74,2.0,A93,A101,1.0,A124,35.0,A143,A153,2.0,A173,1,A192,A201,1
A14,12,A34,A45,996.0,A65,A74,4.0,A92,A101,4.0,A121,23.0,A143,A152,2.0,A173,1,A191,A201,1
A14,6,A31,A43,1750.0,A63,A75,2.0,A93,A101,4.0,A122,45.0,A141,A152,1.0,A172,2,A191,A201,1
A11,48,A32,A43,6999.0,A61,A74,1.0,A94,A103,1.0,A121,34.0,A143,A152,2.0,A173,1,A192,A201,2
A12,12,A34,A40,1995.0,A62,A72,4.0,A93,A101,1.0,A123,27.0,A143,A152,1.0,A173,1,A191,A201,1
A12,9,A32,A46,1199.0,A61,A74,4.0,A92,A101,4.0,A122,67.0,A143,A152,2.0,A174,1,A192,A201,1
A12,12,A32,A43,1331.0,A61,A72,2.0,A93,A101,1.0,A123,22.0,A142,A152,1.0,A173,1,A191,A201,2
A12,18,A30,A40,2278.0,A62,A72,3.0,A92,A101,3.0,A123,28.0,A143,A152,2.0,A173,1,A191,A201,2
A14,21,A30,A40,5003.0,A65,A73,1.0,A92,A101,4.0,A122,29.0,A141,A152,2.0,A173,1,A192,A201,2
A11,24,A31,A42,3552.0,A61,A74,3.0,A93,A101,4.0,A123,27.0,A141,A152,1.0,A173,1,A191,A201,2
A12,18,A34,A42,1928.0,A61,A72,2.0,A93,A101,2.0,A121,31.0,A143,A152,2.0,A172,1,A191,A201,2
A11,24,A32,A41,2964.0,A65,A75,4.0,A93,A101,4.0,A124,49.0,A141,A153,1.0,A173,2,A192,A201,1
A11,24,A31,A43,1546.0,A61,A74,4.0,A93,A103,4.0,A123,24.0,A141,A151,1.0,A172,1,A191,A201,2
A13,6,A33,A43,683.0,A61,A72,2.0,A92,A101,1.0,A122,29.0,A141,A152,1.0,A173,1,A191,A201,1
A12,36,A32,A40,12389.0,A65,A73,1.0,A93,A101,4.0,A124,37.0,A143,A153,1.0,A173,1,A192,A201,2
A12,24,A33,A49,4712.0,A65,A73,4.0,A93,A101,2.0,A122,37.0,A141,A152,2.0,A174,1,A192,A201,1
A12,24,A33,A43,1553.0,A62,A74,3.0,A92,A101,2.0,A122,23.0,A143,A151,2.0,A173,1,A192,A201,1
A11,12,A32,A40,1372.0,A61,A74,2.0,A91,A101,3.0,A123,36.0,A143,A152,1.0,A173,1,A191,A201,2
A14,24,A34,A43,2578.0,A64,A75,2.0,A93,A101,2.0,A123,34.0,A143,A152,1.0,A173,1,A191,A201,1
A12,48,A32,A43,3979.0,A65,A74,4.0,A93,A101,1.0,A123,41.0,A143,A152,2.0,A173,2,A192,A201,1
A11,48,A32,A43,6758.0,A61,A73,3.0,A92,A101,2.0,A123,31.0,A143,A152,1.0,A173,1,A192,A201,2
A11,24,A32,A42,3234.0,A61,A72,4.0,A92,A101,4.0,A121,23.0,A143,A151,1.0,A172,1,A192,A201,2
A14,30,A34,A43,5954.0,A61,A74,3.0,A93,A102,2.0,A123,38.0,A143,A152,1.0,A173,1,A191,A201,1
A14,24,A32,A41,5433.0,A65,A71,2.0,A92,A101,4.0,A122,26.0,A143,A151,1.0,A174,1,A192,A201,1
A11,15,A32,A49,806.0,A61,A73,4.0,A92,A101,4.0,A122,22.0,A143,A152,1.0,A172,1,A191,A201,1
A12,9,A32,A43,1082.0,A61,A75,4.0,A93,A101,4.0,A123,27.0,A143,A152,2.0,A172,1,A191,A201,1
A14,15,A34,A42,2788.0,A61,A74,2.0,A92,A102,3.0,A123,24.0,A141,A152,2.0,A173,1,A191,A201,1
A12,12,A32,A43,2930.0,A61,A74,2.0,A92,A101,1.0,A121,27.0,A143,A152,1.0,A173,1,A191,A201,1
A14,24,A34,A46,1927.0,A65,A73,3.0,A92,A101,2.0,A123,33.0,A143,A152,2.0,A173,1,A192,A201,1
A12,36,A34,A40,2820.0,A61,A72,4.0,A91,A101,4.0,A123,27.0,A143,A152,2.0,A173,1,A191,A201,2
A14,24,A32,A48,937.0,A61,A72,4.0,A94,A101,3.0,A123,27.0,A143,A152,2.0,A172,1,A191,A201,1
A12,18,A34,A40,1056.0,A61,A75,3.0,A93,A103,3.0,A121,30.0,A141,A152,2.0,A173,1,A191,A201,2
A12,12,A34,A40,3124.0,A61,A72,1.0,A93,A101,3.0,A121,49.0,A141,A152,2.0,A172,2,A191,A201,1
A14,9,A32,A42,1388.0,A61,A73,4.0,A92,A101,2.0,A121,26.0,A143,A151,1.0,A173,1,A191,A201,1
A12,36,A32,A45,2384.0,A61,A72,4.0,A93,A101,1.0,A124,33.0,A143,A151,1.0,A172,1,A191,A201,2
A14,12,A32,A40,2133.0,A65,A75,4.0,A92,A101,4.0,A124,52.0,A143,A153,1.0,A174,1,A192,A201,1
A11,18,A32,A42,2039.0,A61,A73,1.0,A92,A101,4.0,A121,20.0,A141,A151,1.0,A173,1,A191,A201,2
A11,9,A34,A40,2799.0,A61,A73,2.0,A93,A101,2.0,A121,36.0,A143,A151,2.0,A173,2,A191,A201,1
A11,12,A32,A42,1289.0,A61,A73,4.0,A93,A103,1.0,A122,21.0,A143,A152,1.0,A172,1,A191,A201,1
A11,18,A32,A44,1217.0,A61,A73,4.0,A94,A101,3.0,A121,47.0,A143,A152,1.0,A172,1,A192,A201,2
A11,12,A34,A42,2246.0,A61,A75,3.0,A93,A101,3.0,A122,60.0,A143,A152,2.0,A173,1,A191,A201,2
A11,12,A34,A43,385.0,A61,A74,4.0,A92,A101,3.0,A121,58.0,A143,A152,4.0,A172,1,A192,A201,1
A12,24,A33,A40,1965.0,A65,A73,4.0,A92,A101,4.0,A123,42.0,A143,A151,2.0,A173,1,A192,A201,1
A14,21,A32,A49,1572.0,A64,A75,4.0,A92,A101,4.0,A121,36.0,A141,A152,1.0,A172,1,A191,A201,1
A12,24,A32,A40,2718.0,A61,A73,3.0,A92,A101,4.0,A122,20.0,A143,A151,1.0,A172,1,A192,A201,2
A11,24,A31,A410,1358.0,A65,A75,4.0,A93,A101,3.0,A123,40.0,A142,A152,1.0,A174,1,A192,A201,2
A12,6,A31,A40,931.0,A62,A72,1.0,A92,A101,1.0,A122,32.0,A142,A152,1.0,A172,1,A191,A201,2
A11,24,A32,A40,1442.0,A61,A74,4.0,A92,A101,4.0,A123,23.0,A143,A151,2.0,A173,1,A191,A201,2
A12,24,A30,A49,4241.0,A61,A73,1.0,A93,A101,4.0,A121,36.0,A143,A152,3.0,A172,1,A192,A201,2
A14,18,A34,A40,2775.0,A61,A74,2.0,A93,A101,2.0,A122,31.0,A141,A152,2.0,A173,1,A191,A201,2
A14,24,A33,A49,3863.0,A61,A73,1.0,A93,A101,2.0,A124,32.0,A143,A153,1.0,A173,1,A191,A201,1
A12,7,A32,A43,2329.0,A61,A72,1.0,A92,A103,1.0,A121,45.0,A143,A152,1.0,A173,1,A191,A201,1
A12,9,A32,A42,918.0,A61,A73,4.0,A92,A101,1.0,A122,30.0,A143,A152,1.0,A173,1,A191,A201,2
A12,24,A31,A46,1837.0,A61,A74,4.0,A92,A101,4.0,A124,34.0,A141,A153,1.0,A172,1,A191,A201,2
A14,36,A32,A42,3349.0,A61,A73,4.0,A92,A101,2.0,A123,28.0,A143,A152,1.0,A174,1,A192,A201,2
A13,10,A32,A42,1275.0,A61,A72,4.0,A92,A101,2.0,A122,23.0,A143,A152,1.0,A173,1,A191,A201,1
A11,24,A31,A42,2828.0,A63,A73,4.0,A93,A101,4.0,A121,22.0,A142,A152,1.0,A173,1,A192,A201,1
A14,24,A34,A49,4526.0,A61,A73,3.0,A93,A101,2.0,A121,74.0,A143,A152,1.0,A174,1,A192,A201,1
A12,36,A32,A43,2671.0,A62,A73,4.0,A92,A102,4.0,A124,50.0,A143,A153,1.0,A173,1,A191,A201,2
A14,18,A32,A43,2051.0,A61,A72,4.0,A93,A101,1.0,A121,33.0,A143,A152,1.0,A173,1,A191,A201,1
A14,15,A32,A41,1300.0,A65,A75,4.0,A93,A101,4.0,A124,45.0,A141,A153,1.0,A173,2,A191,A201,1
A11,12,A32,A44,741.0,A62,A71,4.0,A92,A101,3.0,A122,22.0,A143,A152,1.0,A173,1,A191,A201,2
A13,10,A32,A40,1240.0,A62,A75,1.0,A92,A101,4.0,A124,48.0,A143,A153,1.0,A172,2,A191,A201,2
A11,21,A32,A43,3357.0,A64,A72,4.0,A92,A101,2.0,A123,29.0,A141,A152,1.0,A173,1,A191,A201,1
A11,24,A31,A41,3632.0,A61,A73,1.0,A92,A103,4.0,A123,22.0,A141,A151,1.0,A173,1,A191,A202,1
A14,18,A33,A42,1808.0,A61,A74,4.0,A92,A101,1.0,A121,22.0,A143,A152,1.0,A173,1,A191,A201,2
A12,48,A30,A49,12204.0,A65,A73,2.0,A93,A101,2.0,A123,48.0,A141,A152,1.0,A174,1,A192,A201,1
A12,60,A33,A43,9157.0,A65,A73,2.0,A93,A101,2.0,A124,27.0,A143,A153,1.0,A174,1,A191,A201,1
A11,6,A34,A40,3676.0,A61,A73,1.0,A93,A101,3.0,A121,37.0,A143,A151,3.0,A173,2,A191,A201,1
A12,30,A32,A42,3441.0,A62,A73,2.0,A92,A102,4.0,A123,21.0,A143,A151,1.0,A173,1,A191,A201,2
A14,12,A32,A40,640.0,A61,A73,4.0,A91,A101,2.0,A121,49.0,A143,A152,1.0,A172,1,A191,A201,1
A12,21,A34,A49,3652.0,A61,A74,2.0,A93,A101,3.0,A122,27.0,A143,A152,2.0,A173,1,A191,A201,1
A14,18,A34,A40,1530.0,A61,A73,3.0,A93,A101,2.0,A122,32.0,A141,A152,2.0,A173,1,A191,A201,2
A14,48,A32,A49,3914.0,A65,A73,4.0,A91,A101,2.0,A121,38.0,A141,A152,1.0,A173,1,A191,A201,2
A11,12,A32,A42,1858.0,A61,A72,4.0,A92,A101,1.0,A123,22.0,A143,A151,1.0,A173,1,A191,A201,1
A11,18,A32,A43,2600.0,A61,A73,4.0,A93,A101,4.0,A124,65.0,A143,A153,2.0,A173,1,A191,A201,2
A14,15,A32,A43,1979.0,A65,A75,4.0,A93,A101,2.0,A123,35.0,A143,A152,1.0,A173,1,A191,A201,1
A13,6,A32,A42,2116.0,A61,A73,2.0,A93,A101,2.0,A121,41.0,A143,A152,1.0,A173,1,A192,A201,1
A12,9,A31,A40,1437.0,A62,A74,2.0,A93,A101,3.0,A124,29.0,A143,A152,1.0,A173,1,A191,A201,2
A14,42,A34,A42,4042.0,A63,A73,4.0,A93,A101,4.0,A121,36.0,A143,A152,2.0,A173,1,A192,A201,1
A14,9,A32,A46,3832.0,A65,A75,1.0,A93,A101,4.0,A121,64.0,A143,A152,1.0,A172,1,A191,A201,1
A11,24,A32,A43,3660.0,A61,A73,2.0,A92,A101,4.0,A123,28.0,A143,A152,1.0,A173,1,A191,A201,1
